IMAGE_ID,RAW_TEXT,PREDICTED_SKUs1,PREDICTED_SKUs2,PREDICTED_SKUs3,PREDICTED_SKUs4,PREDICTED_SKUs5,PREDICTED_SKUs6,PREDICTED_SKUs7,PREDICTED_SKUs8,PREDICTED_SKUs9,PREDICTED_SKUs10
00P4H00001nIeiYUAS_Image_Response_a0Z4H00000axbULUAY,"Only 1or | contains nicotine, which is 11 a | OS | jeridevici | an | HEETS | HEETS | Only for | RQUOISE SELECTION | IQOS | PURPLE WAVE | 3 DUO & earlier devices | 3 DUO & | This product is not risk free and | This product is not risk fre | ontains nicotine, which is addictiv | contains nicotine, which is ad | EESS | HEETS | Only for | SE SELECTION | IQ | IQOS | PURPLE WAVE | 3 DUO & earlier devices | 3 DUO & earlier | s product is not risk free and | This product is not risk free ar | ns nicotine, which is addictive. | contains nicotine, which is addict | EETS | HEETS | Only for | Only for | QUOISE | contains | nicotine, | which | Only | for | SELECTION | PURPLE | WAVE | DUO | earlier | devices | This | product | not | risk | free | and | fre | addictive. | addict",MARLBORO PURPLE,BOND STREET BLUE SELECTION,PHILIP MORRIS SELECTION RED,PHILIP MORRIS SELECTION BLUE,BOND STREET ORIGINAL SELECTION,MARLBORO PURPLE BURST,L&M FORWARD,ASSOS RED,CHESTERFIELD CAPS PURPLE CC,DIANA BLU
00PdP00000079g9UAA_Image_Response_a0Z4H00000axbUKUAY,"Smokin | Smoking | seriously h | seriously harms | you and ot | you and others | Marlboro | Marthoro | around yo | around you | gold | gold | arthoro | Sn | Smoking | Marlboro | seriou | you ar | kills | arou | gold | gold | Smoking | is highly | Marlboro | Marlboro | MARLBORO | Gold | addictive, | 200's | don't start | AED 198.45 | gold | gold | USD 55.12 | www.dubaidutyfree | Martboro | Marthuru | Martburo | Marthuru | Marlboro | Marlboro | COPAL | Marlboro | seriously harm | kills | Marlboro | Marlhoro | Smoking | Smoking | you and others | around you | gold | gold | Marlboro | Smoking | seriously harms | you and others | around you | Marlboro | Smoking | kills | gold | gold | Marlboro | SMAEL | gold | SEAL | Action | king | Your doctor | harms | others | Marthoro | Smoking | or your | d | seriously | you | and | around | highly | don't | start | AED | 198.45 | USD | 55.12 | Your | doctor | your",MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mOz1pUAC_Image_Response_a0Z4H00000axbUKUAY,FOR DUTY FREE SALE OMLY | PARLIAMENT | P | PA | PARLIAMENT | PARLIAMENT | ORIGINAL RECESSED FILTER | ORIGINAL RECESSED FILTER | Silver Blue | Silver Blue | ESTD | 1931 | ESTD 1931 | FIFTH AVENUE - NEW YORK | FIFTH AVENUE NEW YORK | PARLIAMENT | Smoking | PARLIAMENT Aqua Blue | seriously harms | PARLIAMENT D- Aqua Blue | Smoking | you and others | round vou | PARLIAMENT | IIIS | Silver Blue | 200s | AED 134 | USD 37.22 | www.dubardutyfree.com | LIAMENT | SALE | ORIGINAL | FILTER | RECESSED | Silver | Blue | FIFTH | AVENUE - | NEW | YORK | AVENUE | Aqua | seriously | harms | you | and | others | round | AED | 134 | USD | 37.22,PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE,PARLIAMENT SILVER
00PdP000001yZSAUA2_Image_Response_a0Z4H00000axbUJUAY,DKYLPVWL2BY6 (21) | 07622100911210 (01) | PARLIAMENT | Aqua Blue | PARLIAMENT | d | P | RLIAMENT | PARLIAMENT | GINAL RECESSED™ FILTER | ORIGINAL RECESSED™ FILTER | Platinum | Platinum | ESTD 1931 | FIFTH AVENÜE - | ESTD | NEW YORK | 1931 | FIFTH AVENUE - NEW YORK | Smoking | Smoking | eriously harms | seriously harm | PARLIAMENT | C and others | aro | around you | Platinum Blue | DDF | 200s | AED 139 | USD 38.61 | www.dubaidutyfree.com | Platinum | PARLIAMENT | Smoking | PARLIAMENT | DKYLPVWL2BY6 | (21) | 07622100911210 | (01) | Blue | GINAL | FILTER | ORIGINAL | FIFTH | NEW | YORK | AVENUE - | eriously | harms | seriously | others | around | you | AED | 139 | USD | 38.61,PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE,PARLIAMENT SILVER
00P4H00001lmLdOUAU_Image_Response_a0Z4H00000axbUJUAY,"P | PARLIAMENT | T | ORIGINAL FILTER | ER | PARLIAMENT | Platinum | PARLIAMENT | ESTD 1931 | FIFTH AVENUE - NEW YORK | YORK | PARLEAAMENT | Smoking | seriously harms | ng | PARLIA MENT | you and others | around you | Sr | I | harms, | others | I | you | PARLIAMENT | Platinum Blue | 200's | AED 134 | USD 37.22 | QUALITY TOB | www.dubaidutyfree.com | SINCE 1 | DM | Ligger | BLUE LABEL | ORIGINAL | FILTER | ESTD | 1931 | FIFTH | AVENUE - | NEW | seriously | harms | PARLIA | MENT | and | around | Blue | AED | 134 | USD | 37.22 | QUALITY | SINCE | BLUE | LABEL",L&M BLUE LABEL,L&M BLUE LABEL B,L&M BLUE LABEL CFB,L&M BLUE LABEL CWB,LARK BLUE,ASSOS BLUE,L&M RED LABEL,L&M GREEN LABEL,L&M RED LABEL B,L&M RED LABEL CFB
00P4H00001muq6aUAA_Image_Response_a0Z4H00000axbULUAY,Tar 1mg | Nicotine 0.1 mg | Carbon | ide mg | Marlboro | Smoking | seriously harms | you and others | around you | White | Smoking | Manhbaru | Smoking | kills | White | Martburo | Smoking | kills | White | Marcharo | Smoking | kills | MARLBORO | White | 200s | AED 128 | USD 35.56 | www.dubardulyfree.com | Tar | Nicotine | 0.1 | ide | seriously | harms | you | and | others | around | AED | 128 | USD | 35.56,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001lmLbmUAE_Image_Response_a0Z4H00000axbUNUAY,TEREA YELLOW | AED 144 | USD 40.00 | IQOS | TEREA SILVER | AED 144 | USD 40.00 | TEREA | TEREA | YELLOW | YELLOW | IQOS | Works only with IDOS ILUMA | Worx only with icos ILUMA | TEREA | TEREA | TERE | YELLOW | YELLOW | TEREA | SILVER | SILVER | Works-only with IQOS ILUMA | Worksonly with IDOS LUMA | Works only with ICOS ILUMA | Works only with ICOS ILUMA | II RE | TEREA | TEREA | TEREA | YELLOW | SILVER | ICOS ILUMA | SILVER | Works only with COS LOMA | Works only with ICOS ILUMA | Works only with DOSSJLUMA | R | TERE | ELLOW | TEREA | TEREA | YELLOW | SILVER | Works/only with iQÓS ILUMA | Works only with IDOS ILUMA | Wanters only with COSTOMA | Wocks only with ICOS ILUMA | TEREA | TEREA | SILVER | SILVER | AED | 144 | USD | 40.00 | only | with | ILUMA | only with | Works-only | Works | ICOS,BELMONT SILVER,ROOFTOP SILVER,MARLBORO SILVER,L&M SILVER LABEL,PARLIAMENT SILVER,L&M SILVER LABEL CWB,MARLBORO GOLD SILVER,MARLBORO SILVER BLUE,L&M SILVER BLUE LABEL,LONGBEACH FINE SILVER
00P4H00001mR2y9UAC_Image_Response_a0Z4H00000axbUPUAY,LIMI | EDIT | TEREA | TEREA | BERRA | EREA | TERD | ETEREA | TURQUO | AMBI | BLUE | YELLOW C. | nity ICUILUMA | Works only with DOS LUMA | Worksonly with | with - | ith ICOS ILOMA | TEREA | Easy | A | PROUOISE | HBC | ONLYFOR USE BY | - | TEREA | ADULTS | TEREA | TEREA | I | | | YELLOW | - | BLUE | SILVER | www.igps.com | Vorks only with IQOS ILUMA | Works only with IQOS ILUMA | Works only with IQOS ILUMA | FORADULTUSE | TEREA | TEREA | TEREA | YELLOW | BLUE | SILVER | Works only with IQOS ILUMA | SURQUOISE | Works only with IQO$ ILUMA | Works only with IQOS ILUMA | TEREA | Work | Works only with IQOS ILUMA | TEREA | TEREA | TEREA | TEREAL | YELLOW | BLUE | SILVER | SURQUOISE | Works only with IQOS | Works | only | with | Vorks | IQOS | ILUMA,LARK BLUE,NEXT BLUE,ASSOS BLUE,MERIT BLUE,BELMONT BLUE,MURATTI BLUE,L&M BLUE LINE,NUMBER 7 BLUE,ROTHMANS BLUE,BELVEDERE BLUE
00PdP000003lcJZUAY_Image_Response_a0Z4H00000axbURUAY,P | PARLIAMENT | DAJEEM | ORIGINAL RECESSED™ FILTER | NT | 1113 | Silver Blue | Smoki | kills | ORK | ESTD 1931 | FIFTH AVENUE - NEW YORK | ng | Smoking | PARLIAMENT | Silver Blue | 200's | AED 139 | USD 38.61 | que | www.dubaidutyfree.com | ORIGINAL | FILTER | Silver | Blue | ESTD | 1931 | FIFTH | AVENUE - NEW | YORK | AED | 139 | USD | 38.61,MARLBORO SILVER BLUE,L&M SILVER BLUE LABEL,MERIT FILTER,CRAVEN A ORIGINAL,MARK TEN ORIGINAL,CHOICE FILTER,L&M ORIGINAL LABEL,LARK BLUE,NEXT BLUE,DERBY ROJO ORIGINAL
00P4H00001mup0hUAA_Image_Response_a0Z4H00000axbUQUAY,TEREA SIENNA | AED 150 | USD 41.67 | IQOS | TÉRÉA | SIENNA | Works only with IQOS ILUMA | TÉREA | TEREA | SIENNA | SIENNA | Works onlywith IQOS ILUMA | Works only with IDOS ILUMA | TEREA | TEREA | SIENNA | SIENNA | Works onlywith IQOE ILUMA | Works only with ides ILUMA | TEREA | Works only with ILUMA | SIENNA | SIENNA | Works only with IQOS ILUMA | TEREA | AED | 150 | USD | 41.67 | ILUMA | Works | with | only,,,,,,,,,,
00PdP000003lyDZUAY_Image_Response_a0Z4H00000axbUMUAY,oking | CARTONS | Smoking | CARTONS | kills | SELECTED PREMIUM TOBACCOS | ELECTED PREMIUM TO | K LU | CARTONS | Smoking | MARLBORO | Red | 400's | AED 244 | USD 67.78 | TEREA | www.dubaidutyfree.com | Some things are | Same goes | better not burnt. | for tobacco. | الطعام غير المحروق | والأمر نفسه ينطبق | ألذ طبعًا. | على التبغ. | This product is not risk free and provides nicotine which is addictive Only for use by adults | سبب الادمان. لاستعمال البالغين فقط | EARTONS | Smoking | ms | seriously harms | ers | you and others | PREMIUM TOB | u | around you | © | PREMIUM | 20 | g | Smoking | arms | hers | kills | MUTTID | you | PREMIUM | CARTONS | Smoking | ng | n | harms | seriously harms | others | you | SELECTED | TOBACCOS | AED | 244 | USD | 67.78 | Some | things | are | Same | goes | better | not | burnt. | for | tobacco. | الطعام | غير | المحروق | والأمر | ينطبق | ألذ | طبعًا. | على | التبغ. | This | product | risk | free | and | provides | which | addictive | Only | use | adults | سبب | لاستعمال | البالغين | فقط | seriously | around,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mPA3UUAW_Image_Response_a0Z4H00000axbUJUAY,"أم | Home | Q | CARTO | Ma | Smoking | SEAL | kills | op"" box | 8 mg | ne 0.6 mg | omoxide 8 mg | SELECTED PREMIUM TOBACCOS | MARLBORO | Red DTS | 600's | AED 335 | USD 93.06 | www.dubaidutyfree.com | 3 | 3 | Smoking | M | kills | SELECTE | SELECTED PREMIUM TOBACCOB | SELECTED | PREMIUM | TOBACCOS | Red | DTS | AED | 335 | USD | 93.06",NEXT RED,ASSOS RED,DUNHILL RED,ROOFTOP RED,NEXT XTRA RED,BOND STREET RED,CHESTERFIELD RED,MARLBORO MIX,MARLBORO ONE,MARLBORO RED
00P4H00001ll5NAUAY_Image_Response_a0Z4H00000axbULUAY,Card | or your | Smoking | II | MARLBORO | kills | Gold DTS | 200s | ШОГО | AED 123 | gold | USD 34.17 | www.dubaidutyfree.com | urboro | Smoking | seriously harms | you and others | Marlboro | Marlboro | S | around you | gold | y | gold | rlboro | Smoking | S | kills | gold | Marlboro | Marlboro | SMAET | gold | gold | though | Sm | Smoking | gold | gold | Smoking | your | Gold | DTS | AED | 123 | USD | 34.17 | seriously | harms | you | and | others | around,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mOtjtUAC_Image_Response_a0Z4H00000axbUMUAY,L&M | Winst | EST. 1954 | PREMIUM BLEND | Smoking | CLASSIC | kills | FINE TOBACCOS | FINELY CUT | Stopping S | of fatal he | DIII | you | BLUE | LABEL | QUALITY TOBACCOS | L&M | НИВГА CNT | Ligger My | 3 | BHLN | SALE | BLUE LABEL | old | TRINI | LAMAN | CUALITYTOBACCOS | problems OL | Liggette Myer | A TNO X | gut | BLUE LABEL | Morria Neuchates Switrerland | L&M | Smoking | seriously harms | C L A | you and others | E TOBAC | INELY | e | L&M | Blue | 200's | AED 95 | USD 26.39 | www.dubaidutyfree.com | 1954 | PREMIUM | BLEND | FINE | TOBACCOS | FINELY | CUT | Stopping | fatal | QUALITY | seriously | harms | and | others | AED | USD | 26.39,LARK BLUE,NEXT BLUE,L&M RED,ASSOS BLUE,MERIT BLUE,L&M COOL,L&M LOFT,CHOICE CLASSIC BLUE,CHESTERFIELD CLASSIC,BELMONT BLUE
00PdP000003lWcHUAU_Image_Response_a0Z4H00000axbUSUAY,CAN | Smoking | TER | seriously | 3 | harms | - | Mantharo | are | DOB | you and | MINISTRY | NCIPILAS | others | with | the | around | Tur5mg | Micotine 0.4mg | Doe monoxide 5 mg | you | double mix | Stopping | smoking | reduces the | risk of fatal | Marthons | heart and | de | / a Nicotine 0.6 | has | lung disea | le mix | MARLBORO | Double Mix | 600's | AED 361 | USD 100.28 | www.dubardutyfree.com | noking clogs | he arteries | and causes | and | double | mix | reduces | risk | fatal | heart | lung | disea | Double | Mix | AED | 361 | USD | 100.28 | noking | clogs | arteries | causes,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000004kkGtUAI_Image_Response_a0Z4H00000axbUPUAY,Marlboro® | Smoking | kills | VISTA | blossom fusion | Smoking | MARLBORO | 200's | ОГО | seriously harms | Vista Blossom Fusion | you and others | around you | AED 132 | USD 36.67 | om fusion | www.dubaidutyfree.com | Marll | Marlb | Marth | Marthrum | Marthor | blossom | fusion | seriously | harms | Vista | Blossom | Fusion | you | and | others | around | AED | 132 | USD | 36.67,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO BLOSSOM FUSION,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN
00P4H00001mQ5INUA0_Image_Response_a0Z4H00000axbUSUAY,CARTONS | Marlboro | CAR | g | Smoking | kills | gold | MarloP | aoig | Marlboro | KOAS | CARTONS | Marlburo | Smoking | seriously harms | you and others | around you | gold | L CARTONS MarHura | Smoking | kills | old | MARLBORO | Gold | 400's | AED 233 | USD 64.72 | www.dubaidutyfree.com | Smoking | Marlhoro | seriously harms | Smokin | you and others | Marlbo | kills | around vou | gold | seriously | harms | you | and | others | around | AED | 233 | USD | 64.72 | vou,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mP9x5UAC_Image_Response_a0Z4H00000axbUQUAY,PLEASE PAY HERE | the | 0 | Marlboro | Nut | Smoking | kills | gold | Marlboro | Smoking | kills | gold | Marlboro | Smoking | seriously harms | gold | you and others | around you | gold | MARLBORO | Gold DTS | 200s | AED 123 | USD 34.17 | www.dubardutyfree.com | INDER | form to minors. | 18 | PLEASE | PAY | HERE | seriously | harms | you | and | others | around | Gold | DTS | AED | 123 | USD | 34.17 | form | minors.,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000006BnBdUAK_Image_Response_a0Z4H00000axbUOUAY,3- | ع | CARTONS | 3 | Smoking | seriously | harms | you and | Marlb | others | around | MARLBORO | Double Mix | 600's | who | AED 361 | USD 100.28 | www.dubaidutyfree.com | you | and | Double | Mix | AED | 361 | USD | 100.28,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP0000006QmJUAU_Image_Response_a0Z4H00000axbURUAY,روس | DIL | Smoking | Marlboro | kills | double ice | د | CARTONS | Smoking | Marlboro | kills | MARLBORO | Double Ice | 600's | AED 361 | USD 100.28 | www.dubardutyfree.com | double | ice | Double | Ice | AED | 361 | USD | 100.28,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000000nLo7UAE_Image_Response_a0Z4H00000axbUQUAY,ULJUP MORRIS PHILIP MORRIS PHIUP MORRIS | THIUP MORRIS PHILIP MORRIS PHILIP MOR | JP MORRIS PHILIP MORRIS PHIUP MORRIS | TUP MORRIS PHILIP MORRIS PHILIP MO | PM | UP MORRIS PHILIP MORRIS PHILIP MORRIS | MORRIS PHILIP MORRIS PHILIP MO | PHILIP MORRIS PHILIP MO | JP MORRIS PHILIP MORRIS PHILIP MORRIS | ILIP MORRIS | PHILIP MORRIS | MORRIS | MORRIS | UP MORRIS | and PHIUP MORRIS PHILIP MORRIS PHILIP MORRIS PHILIP MORRIS PHILIP MORRIS | Smoking seriously harms you | and others around vou | LIP MORRIS PHILIP MORRIS PHILIP MOR | HILIP MORRIS PHILIP MORRIS PH | ((())) | UP MORRIS PHILIP MORRIS PHILIP MO | JIP MORRIS PHILIP MORRIS PHILI | MORRIS PHILIP MORRIS PHILIP | PHILIP | MOR | PHIUP | Smoking | seriously | harms | you | and | others | around | vou | HILIP,PHILIP MORRIS ONE,PHILIP MORRIS RED,PHILIP MORRIS BLUE,PHILIP MORRIS CAPS,PHILIP MORRIS BLEUE,PHILIP MORRIS CLASSIC,PHILIP MORRIS QUANTUM,PHILIP MORRIS SUPREME,PHILIP MORRIS CAPS DUO,PHILIP MORRIS PRONEX ONE
00PdP000000cIdUUAU_Image_Response_a0Z4H00000axbUJUAY,"Full of surprises. | TEREA | TURQUOISE | Works or | EA | th IQOS ILUMA | R | URQUOISE | ree and | signound | TERLA | Workscally with | addictive. | TEREA | A | Works only with COS ILUMA | This product is not risk free and | OS ILUMA | contains nicotine, which is addictive. | uiconu a is | e and | from | dictive. | EREA | TEREA | Works only with IDOSILUMA | TEREA | TEREA | UMA | Works only with IQOS ILUMA | nd | This prod | is | TEREA | S product is not risk | ns nicotina | TO | Silver | Th | 200's | DDF | cont | AED 150 | USD 41.67 | www.dubaidutyfree.com | ITALLA | Full | surprises. | ILUMA | ree | and | with | Works | only | This | product | not | risk | free | contains | nicotine, | which | IQOS | prod | AED | 150 | USD | 41.67",CHOICE BLONDE,L&M RED,LARK FF,MARLBORO CLEAR,SG AZUL,LARK ONE,LONGBEACH FILTER,NEXT RED,ASSOS RED,DIANA BLU
00P4H00001mQ4fiUAC_Image_Response_a0Z4H00000axbUKUAY,ro | Marlboro | Mark | e ice | double ice | Smokin | Smoking | can caus | king | seriously harms | a slow an | ... | and others | en | MARLBORO | Double Ice | DDF | 200s | DD | AED 127 | USD 35.28 | www.dubaidutyfree.com | C | by | children: don't | make them | breathe | ice | double | can | caus | seriously | harms | slow | and | others | Double | Ice | AED | 127 | USD | 35.28 | children: | don't | make | them,L&M DOUBLE FORWARD,MARK TEN RICHE,BRUNETTE DOUBLE FILTER,MARK TEN ORIGINAL,MARK TEN SPECIALE,L&M GREEN,SG FILTRO,SG VENTIL,NEXT GREEN,DIANA ROSSA
00P4H00001muq6XUAQ_Image_Response_a0Z4H00000axbUSUAY,L&M YER | Smoking | M V | kills | FINE TOBACCOS | FINELY CUT | L&M | L&M | Smoking | kills | FINE TOBACCOS | FINELY CUT | L&M | Smoking | kills | FINE TOBACCOS | FINELY CUT | L&M | Smoking | seriously harms | you and others | FINE TOBACCOS | FINELY CUT | around you | LM | Blue | 200s | AED 100 | USD 27.78 | www.dubardutyfree.com | YER | FINE | TOBACCOS | FINELY | CUT | seriously | harms | you | and | others | around | AED | 100 | USD | 27.78,LARK BLUE,NEXT BLUE,L&M RED,ASSOS BLUE,MERIT BLUE,L&M COOL,L&M LOFT,L&M GREEN,L&M STORM,MURATTI BLUE
00PdP000003mUlFUAU_Image_Response_a0Z4H00000axbUQUAY,Marlb | ManHaro | ManHboro | double fusion | double fusion | double | summer | summer | summer | r | Smoking | Smoking | Smoking | e | seriously harms | seriously harms | seriously ha | u | you and others | you and others | you and othe | around you | around you | around you | 0 | Marlboro | Marlboro | ManHaro | ion | double fusion | double fusion | summer | summer | Smokers | Smoking | Smoking | rms | die | seriously harms | seriously harms | ers | YOU and others | you and others | MARLBORO | around you | Double Fusion | 200's | AED 132 | USD 36.67 | www.dubardutyfree.com | Smoking | 'O | seriously harms | you and others | fusion | seriously | harms | you | and | others | othe | around | Double | Fusion | AED | 132 | USD | 36.67,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP0000067IOCUA2_Image_Response_a0Z4H00000axbULUAY,2 | Marlboro | Smoking | moki | red | kills | e blo | and C | gold | impote | Marthoro | Smoking | kills | gold | RTONS gold | Marlboro | Smoking | seriously harms | you and others | around you | MARLBORO | Gold | 400's | AED 244 | USD 67.78 | www.dubaidutyfree.com | Smoking | blo | and | seriously | harms | you | others | around | AED | 244 | USD | 67.78,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mPA8zUAG_Image_Response_a0Z4H00000axbUPUAY,Marrlhor | Marlboro | e | Marlboro | oilver blue | FULL | Smoking | seriously hai | you and othe | around you | silver blue | Smoking | MARLBORO | kills | Silver Blue | Horo | 200s | er blue | AED 123 | USD 34.17 | www.dubaidutyfree.com | Marlboro | MAR | -SEAL | - | Smoking | eriously h | Smoking | you and oti | kills | around y | blue | seriously | you | and | othe | around | silver | Silver | Blue | AED | 123 | USD | 34.17,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
