TERM,TERM_TYPE,TERM_LENGTH
VEEV VEEV MARINE BLUE,COMBINED,21
DAVIDOFF ICE GREEN,COMBINED,18
SALEM PETIL ONE,COMBINED,15
VELO FREEZE S5,COMBINED,14
TREASURER SLIMS GOLD,COMBINED,20
BOSS FRESH,COMBINED,10
COMET SUPERSMOOTH,COMBINED,17
EVERGREEN VOLLE SMAAK,COMBINED,21
VINATABA LUXURY,COMBINED,15
AROMA KING DARK KNIGHT 10000 PINK LEMONADE 0MG,COMBINED,46
VUSE PRO GOLDEN TOBACCO 12MG,COMBINED,28
VIRGINIA S. ULTRA,COMBINED,17
GALAXY RED (SELECT),COMBINED,19
VENTTI RED,COMBINED,10
CAVANDERS MEDIUM,COMBINED,16
WILLS NAVY CUT LIGHTS,COMBINED,21
FEMINA SLIM SIZE WHITE,COMBINED,22
VUSE GO GOLDEN TOBACCO,COMBINED,22
VOOPOO DRAG X PRO,COMBINED,17
LUCKY STRIKE CLICK EST. 1871,COMBINED,28
RICHMOND LONDON (BLACK),COMBINED,23
ZYN SUNRISE S2,COMBINED,14
STATE EXPRESS 555 SPHERE2 VELVETY,COMBINED,33
EMBASSY SIGNATURE NEW CRUSH,COMBINED,27
NEO BRIGHT GREEN,COMBINED,16
MANSION -,COMBINED,9
EVA SLIMS (LILA),COMBINED,16
RELX MELLOW YELLOW 3%,COMBINED,21
OMNI LUXURY LIGHTS,COMBINED,18
BENTLEY BLACK,COMBINED,13
GRANIT ORIGINAL LOOSE S2,COMBINED,24
TEREA BRONZE AI X ART SERIES,COMBINED,28
APEX (CARIBBEAN OASIS),COMBINED,22
CITY PALACE ICE PEACH 1.8%,COMBINED,26
DAVIDOFF ID (WHITE),COMBINED,19
MANITOU MILD,COMBINED,12
MINE SILVER,COMBINED,11
SIMPLE VISION,COMBINED,13
CAMOUFLAGE RED,COMBINED,14
ALLO MINT 15ML,COMBINED,14
MARK ADAMS AMERICAN BLEND,COMBINED,25
TAPOS LIGHTS,COMBINED,12
VIKA ICE COOL,COMBINED,13
GLO HYPER+ CAMOUFLAGE,COMBINED,21
MYBLU STRAWBERRY MINT 18MG,COMBINED,26
CHESTERFIELD FILTER (BLUE 4.0),COMBINED,30
IMPALA -,COMBINED,8
JPS SUPERKINGS RED,COMBINED,18
EURO SHAG GREEN,COMBINED,15
MUSSTANG BLEND,COMBINED,14
PUSZTA -,COMBINED,8
LENINGRAD LIGHTS,COMBINED,16
MASTER NANOKINGS ARGENTO,COMBINED,24
FEELING (BLUE),COMBINED,14
FLANDRIA HALFZWARE SHAG NATURAL,COMBINED,31
WINSTON XSTYLE (BLUE),COMBINED,21
MARK TEN -,COMBINED,10
WINGS VANILLA SMALL,COMBINED,19
AUPO STANDARD SODA STORM 18MG,COMBINED,29
ZYN SMOOTH 11MG,COMBINED,15
NEXT/DUBLISS -,COMBINED,14
ROYAL CROWN -,COMBINED,13
INTERVAL BRUN DE BERGERAC,COMBINED,25
CONTINENT LIGHTS,COMBINED,16
FORBES -,COMBINED,8
OYA GREEN,COMBINED,9
LUCKY STRIKE CAPSULE FLOW,COMBINED,25
RUBIOS FLAVOR,COMBINED,13
WHITE OWL BLUNT PEACH,COMBINED,21
88 ICE GOLD,COMBINED,11
PREMIUM B6,COMBINED,10
SYX SWEET STRAWBERRY ICE,COMBINED,24
AIRSPOPS STANDARD MAGNOLICIOUS 19MG,COMBINED,35
BOXER FULL FLAVOR,COMBINED,17
BRISTOL STAR,COMBINED,12
GELBE SORTE -,COMBINED,13
MANILA MILD,COMBINED,11
PALL MALL TOKYO CLIC,COMBINED,20
TEXAS 5 (WHITE),COMBINED,15
TREND RED,COMBINED,9
GENTORI LIGHTS,COMBINED,14
GOLD MILL BLUE,COMBINED,14
UP (MENTHOL),COMBINED,12
RAISON BLUE CAT,COMBINED,15
BENSTON BLUE,COMBINED,12
UDN S2 LEMON MINT 2%,COMBINED,20
HECCIG MANGO,COMBINED,12
HAWK EYE PURE ARTISAN CUT NO 2,COMBINED,30
V8 SPIRIT,COMBINED,9
WINSTON BLUE LIGHTS,COMBINED,19
CALUME SMART,COMBINED,12
YOOY STANDARD GRAPE ICE 20MG,COMBINED,28
UNDEFINED ULTRA,COMBINED,15
TWIZZ PRIME,COMBINED,11
LOTOS -,COMBINED,7
VICEROY SPECIAL SILVER,COMBINED,22
PETER JACKSON ONE MG,COMBINED,20
MANITOU ADDITIVE FREE,COMBINED,21
CIGARONNE CLASSIC (BLUE),COMBINED,24
PIRVELI PREMIUM EXPORT (RED),COMBINED,28
KLARRO JAZZ STANDARD LEMON PASSION FRUIT 20MG,COMBINED,45
GUDANG GARAM GOLD,COMBINED,17
MYBLU BOURBON CARAMEL 18MG,COMBINED,26
THANG LONG GEM,COMBINED,14
CROWN OF ARMENIA RED,COMBINED,20
VOOPOO DRAG MAX,COMBINED,15
PLAYER'S JPS BRIGHT,COMBINED,19
EIGHTY EIGHT LIGHTS,COMBINED,19
COUNCILOR -,COMBINED,11
LAVIE NIO YAKULT,COMBINED,16
MACDONALD ORIGINAL PLUS,COMBINED,23
VIP CLUB LIGHTS,COMBINED,15
XANTHI -,COMBINED,8
LUCKY STRIKE DOUBLE MINT&PURPLE,COMBINED,31
ZIG-ZAG MIXED,COMBINED,13
MGO GREEN APPLE 1.9%,COMBINED,20
SANTANA FINE CUT,COMBINED,16
MAYPOLE GOLD,COMBINED,12
AROMA KING COSMIC MAX CARIBBEAN CRUSH 20MG,COMBINED,42
LISHIPAI -,COMBINED,10
NO. 9 (DARK BLUE),COMBINED,17
CAMEL MENTHOL ULTRA LIGHTS,COMBINED,26
LIMOS (GREEN),COMBINED,13
IQOS 3&3 DUO L SLEEVE MIDNIGHT BLUE,COMBINED,35
SOVEREIGN COMPACT SILVER,COMBINED,24
AROMA KING HOOKAH GRAPE ICE 0MG,COMBINED,31
MERIT ONE,COMBINED,9
BONKS -,COMBINED,7
PRESTIGE SLIMS (BLUE),COMBINED,21
VELO COFFEE 2MG,COMBINED,15
SHASHA (BLUE),COMBINED,13
DUNHILL CLASSIC,COMBINED,15
RITM DEMI BLUE,COMBINED,14
RINCOE JELLYBOX F,COMBINED,17
50 MILES BRIGHT,COMBINED,15
OASIS - SPIRIT OF BAISHA NATURAL FLAVOR 1MG,COMBINED,43
PETER STUYVESANT SUPER LIGHTS,COMBINED,29
PALL MALL EXACTOS ROJO,COMBINED,22
KAPTEN ORIGINAL X-STRONG,COMBINED,24
AROMA KING BUGATTI CLASSIC SPO KIWI STRAWBERRY ICE 20MG,COMBINED,55
AROMA KING FLEX ART STRAWBERRY WATERMELON BUBBLE G,COMBINED,50
INFLAVE COTTON CANDY 2%,COMBINED,23
PRESIDENT MENTHOL,COMBINED,17
AROMA KING BUGATTI QUATTRO BLUEBERRY RASPBERRY 20MG,COMBINED,51
IMPERIAL CLASSIC BLUE COMPACT,COMBINED,29
AROMA KING JEWEL MINI BLUEBERRY RASPBERRY 20MG,COMBINED,46
TERBIT (SKT),COMBINED,12
VICE TOBACCO 2ML,COMBINED,16
STELLAR -,COMBINED,9
ACE SILVER,COMBINED,10
SENTIA ICY PURPLE,COMBINED,17
AROMA BUUCH STANDARD BLUEBERRY ICE 20MG,COMBINED,39
DARK BAR STANDARD BLUE RAZZ LEMONADE 20MG,COMBINED,41
TEREA,BRAND_FAMILY,5
NAT SHERMAN,BRAND_FAMILY,11
BUBBLE MON,BRAND_FAMILY,10
EDMONDS,BRAND_FAMILY,7
TRUMPET,BRAND_FAMILY,7
RONDO,BRAND_FAMILY,5
BONUS,BRAND_FAMILY,5
SUPERKING,BRAND_FAMILY,9
NASHA MARKA,BRAND_FAMILY,11
MERCATOR,BRAND_FAMILY,8
FLAGMAN,BRAND_FAMILY,7
HOPE,BRAND_FAMILY,4
DOVGAN,BRAND_FAMILY,6
UP NEXT REVOLUTION HIJAU,BRAND_FAMILY,24
BASIC,BRAND_FAMILY,5
ROCKPORT,BRAND_FAMILY,8
BEGA,BRAND_FAMILY,4
XON,BRAND_FAMILY,3
ARGO,BRAND_FAMILY,4
CHAPMAN,BRAND_FAMILY,7
ALTAN SHONKHOR,BRAND_FAMILY,14
ROCKER,BRAND_FAMILY,6
PLUS,BRAND_FAMILY,4
FLONQ,BRAND_FAMILY,5
CARIBE,BRAND_FAMILY,6
UWELL,BRAND_FAMILY,5
MENTHA,BRAND_FAMILY,6
JAMAL,BRAND_FAMILY,5
PRINCE DE MONACO,BRAND_FAMILY,16
NICK AND JOHNNY,BRAND_FAMILY,15
BATARO,BRAND_FAMILY,6
SHIKHAR,BRAND_FAMILY,7
HARMONY BY CHOICE,BRAND_FAMILY,17
BIKERS,BRAND_FAMILY,6
SIBIRSKIE,BRAND_FAMILY,9
GUDANG GANGSAR,BRAND_FAMILY,14
MARCO POLO,BRAND_FAMILY,10
TABALUX 33,BRAND_FAMILY,10
KIM MAR,BRAND_FAMILY,7
MIDAS,BRAND_FAMILY,5
HONGQIQU,BRAND_FAMILY,8
FRIESEN,BRAND_FAMILY,7
10 MOTIVES,BRAND_FAMILY,10
APRIMA,BRAND_FAMILY,6
KOKTOBE,BRAND_FAMILY,7
ORIGIN,BRAND_FAMILY,6
GAWITH,BRAND_FAMILY,6
FS (BEER),BRAND_FAMILY,9
JULIET,BRAND_FAMILY,6
CAPSTAN,BRAND_FAMILY,7
TRADITION,BRAND_FAMILY,9
PALMS,BRAND_FAMILY,5
POPULARNE,BRAND_FAMILY,9
AROMA KING VIP,BRAND_FAMILY,14
CARRERAS,BRAND_FAMILY,8
JUNO,BRAND_FAMILY,4
BULGARIA,BRAND_FAMILY,8
KENNINGS,BRAND_FAMILY,8
TOPAL,BRAND_FAMILY,5
VILA RICA,BRAND_FAMILY,9
TEXAS 5,BRAND_FAMILY,7
ZLATNI DUKAT,BRAND_FAMILY,12
SRINGO,BRAND_FAMILY,6
XTRIME,BRAND_FAMILY,6
BUCKINGHAM,BRAND_FAMILY,10
REGENCY,BRAND_FAMILY,7
STELLA,BRAND_FAMILY,6
JOHN SILVER,BRAND_FAMILY,11
GARNI,BRAND_FAMILY,5
X-BAR STANDARD,BRAND_FAMILY,14
ENJOY OUR CIGARETTES,BRAND_FAMILY,20
MARENGO,BRAND_FAMILY,7
CRAFT,BRAND_FAMILY,5
BALTIMORE,BRAND_FAMILY,9
BEI,BRAND_FAMILY,3
GOLDEN KING,BRAND_FAMILY,11
HETMAN,BRAND_FAMILY,6
FLEUR DE SAVANE,BRAND_FAMILY,15
MAJOR,BRAND_FAMILY,5
DINGLER'S SHAG,BRAND_FAMILY,14
JUST SHORT,BRAND_FAMILY,10
TOLDI,BRAND_FAMILY,5
GAYA BARU,BRAND_FAMILY,9
SOMEONE,BRAND_FAMILY,7
SOUVERAN,BRAND_FAMILY,8
THE LIMIT FINE,BRAND_FAMILY,14
CAPRICE,BRAND_FAMILY,7
ORIENT EXPRESS,BRAND_FAMILY,14
CROSSROADS,BRAND_FAMILY,10
SOERY,BRAND_FAMILY,5
COBERTURA (FOOD ),BRAND_FAMILY,17
PARADE,BRAND_FAMILY,6
NASTY FIX,BRAND_FAMILY,9
DIAMANTE NEGRO (FOOD ),BRAND_FAMILY,22
SANTOYA,BRAND_FAMILY,7
ALLOWANCES,BRAND_FAMILY,10
SWIETOKRZYSKIE,BRAND_FAMILY,14
HIFI2,BRAND_FAMILY,5
CUT FILLER,BRAND_FAMILY,10
MULTIFILTER,BRAND_FAMILY,11
TEXAS,BRAND_FAMILY,5
VIRGINIA SLIMS,BRAND_FAMILY,14
CLEA,BRAND_FAMILY,4
SAFARI,BRAND_FAMILY,6
KENSITAS,BRAND_FAMILY,8
FLY,BRAND_FAMILY,3
KRONAN,BRAND_FAMILY,6
HERCEGOVINA,BRAND_FAMILY,11
HANDELSGOLD,BRAND_FAMILY,11
POINT,BRAND_FAMILY,5
THREE CASTLES,BRAND_FAMILY,13
M&F,BRAND_FAMILY,3
MYLE,BRAND_FAMILY,4
CYGARET,BRAND_FAMILY,7
SARATON,BRAND_FAMILY,7
GOLD DOLLAR,BRAND_FAMILY,11
CLIGHT (FOOD ),BRAND_FAMILY,14
GOLDEN BROWN,BRAND_FAMILY,12
BASA BASI,BRAND_FAMILY,9
YENICE,BRAND_FAMILY,6
BIANQUE,BRAND_FAMILY,7
NAVY CLUB,BRAND_FAMILY,9
FUMADO,BRAND_FAMILY,6
SHUANGXI (GUANGZHOU),BRAND_FAMILY,20
CLAN,BRAND_FAMILY,4
GRATOS,BRAND_FAMILY,6
TUTON,BRAND_FAMILY,5
BLACK BAROO,BRAND_FAMILY,11
DIAMONDS,BRAND_FAMILY,8
MENTOPIN,BRAND_FAMILY,8
IDLEWILD,BRAND_FAMILY,8
KENTUCKY BIRD,BRAND_FAMILY,13
MASKKING HIGH 2.0,BRAND_FAMILY,17
DETROIT,BRAND_FAMILY,7
MTS,BRAND_FAMILY,3
KINGSPORT,BRAND_FAMILY,9
LIBERATION,BRAND_FAMILY,10
KOSYNIER,BRAND_FAMILY,8
LARSEN,BRAND_FAMILY,6
FURANO,BRAND_FAMILY,6
YUGOSLAVIA,BRAND_FAMILY,10
EUNHASU,BRAND_FAMILY,7
SUPER 5,BRAND_FAMILY,7
NINAS,BRAND_FAMILY,5
DVIN,BRAND_FAMILY,4
DINASTI AGUNG,BRAND_FAMILY,13
VOLEY (FOOD ),BRAND_FAMILY,13
BUTYRKA,BRAND_FAMILY,7
SHIRVAN,BRAND_FAMILY,7
VINCENT,BRAND_FAMILY,7
DOVE,BRAND_FAMILY,4
BELMONT,BRAND_FAMILY,7
FAHL,BRAND_FAMILY,4
BRAND,BRAND_FAMILY,5
KIM,BRAND_FAMILY,3
MORION,BRAND_FAMILY,6
FRANCAISE,BRAND_FAMILY,9
MONTECRISTO,BRAND_FAMILY,11
AROMA BUUCH STANDARD,BRAND_FAMILY,20
STARLIGHT,BRAND_FAMILY,9
CAMBRIDGE,BRAND_FAMILY,9
PRESIDENT,BRAND_FAMILY,9
ISKRA,BRAND_FAMILY,5
ELF LIQ,BRAND_FAMILY,7
TRI AN,BRAND_FAMILY,6
ROTHMANS PALL MALL,BRAND_FAMILY,18
GALAH PUTERA,BRAND_FAMILY,12
SPONTAN EXTRA,BRAND_FAMILY,13
MITRA,BRAND_FAMILY,5
SERTIKA,BRAND_FAMILY,7
MACHO,BRAND_FAMILY,5
NASH PAMIR,BRAND_FAMILY,10
TEMEISI,BRAND_FAMILY,7
BULL BRAND,BRAND_FAMILY,10
COMMERCE,BRAND_FAMILY,8
PEREKUR,BRAND_FAMILY,7
THE PANTHER SERIES,BRAND_FAMILY,18
TRI TOLSTYAKA,BRAND_FAMILY,13
AVENY,BRAND_FAMILY,5
POLONEZ,BRAND_FAMILY,7
NEVADO,BRAND_FAMILY,6
ALFA,BRAND_FAMILY,4
NU THAN,BRAND_FAMILY,7
CEMPAKA,BRAND_FAMILY,7
CHOICE XL,BRAND_FAMILY,9
GUDANG SEMBILAN,BRAND_FAMILY,15
EVN YEREVAN,BRAND_FAMILY,11
DAALDER,BRAND_FAMILY,7
CHEVAL,BRAND_FAMILY,6
MANTEP,BRAND_FAMILY,6
RED FORTUNE BAMBOO,BRAND_FAMILY,18
RAMMAR,BRAND_FAMILY,6
GOLD BAR,BRAND_FAMILY,8
MAXIMA CAPITAL,BRAND_FAMILY,14
COUNTRY TIME (FOOD ),BRAND_FAMILY,20
ROYAL CLUB,BRAND_FAMILY,10
RRP SEMI SOLUTION,BRAND_FAMILY,17
FARIAS,BRAND_FAMILY,6
JUHAS,BRAND_FAMILY,5
BLUE RIBBON,BRAND_FAMILY,11
DRINA,BRAND_FAMILY,5
JDI ROMIO,BRAND_FAMILY,9
CARLTON,BRAND_FAMILY,7
STANLEY,BRAND_FAMILY,7
EVERGREEN,BRAND_FAMILY,9
ROTHMANS ROYALS,BRAND_FAMILY,15
EMBASSY,BRAND_FAMILY,7
FORTE,BRAND_FAMILY,5
MGO,BRAND_FAMILY,3
YUN YAN,BRAND_FAMILY,7
HARUM MANIS,BRAND_FAMILY,11
SMOOTH CHAMP,BRAND_FAMILY,12
SENSASI,BRAND_FAMILY,7
A380,BRAND_FAMILY,4
KRUMME HUNDE,BRAND_FAMILY,12
MUTIARA,BRAND_FAMILY,7
MATSURI,BRAND_FAMILY,7
MEHARI'S,BRAND_FAMILY,8
SARATOGA,BRAND_FAMILY,8
VENIX STANDARD,BRAND_FAMILY,14
GLENN,BRAND_FAMILY,5
GOLDHUT,BRAND_FAMILY,7
MGL,BRAND_FAMILY,3
VOYAGEUR,BRAND_FAMILY,8
SAWO MANIS,BRAND_FAMILY,10
DICKENS & GRANT,BRAND_FAMILY,15
TIPARILLO,BRAND_FAMILY,9
GELANG,BRAND_FAMILY,6
HITZ,BRAND_FAMILY,4
REEM,BRAND_FAMILY,4
TIROL,BRAND_FAMILY,5
STONE FOREST,BRAND_FAMILY,12
HERMANOS,BRAND_FAMILY,8
1498,BRAND_FAMILY,4
ROYAL STANDARD,BRAND_FAMILY,14
EUROPORT,BRAND_FAMILY,8
DESTA,BRAND_FAMILY,5
ZLOTY STRZAL,BRAND_FAMILY,12
DUETT,BRAND_FAMILY,5
MISCHUNG 2000,BRAND_FAMILY,13
TIMBER,BRAND_FAMILY,6
LEON JIMENES,BRAND_FAMILY,12
BUBBLE STICK,BRAND_FAMILY,12
GAZZA,BRAND_FAMILY,5
KING HORSE,BRAND_FAMILY,10
AMBROSIA,BRAND_FAMILY,8
MAEVA,BRAND_FAMILY,5
EARL OF WELDON,BRAND_FAMILY,14
AY-PETRI,BRAND_FAMILY,8
TOROS 2005,BRAND_FAMILY,10
ALHAMRA,BRAND_FAMILY,7
FISHERMAN'S LOVE,BRAND_FAMILY,16
AL FAKHER,BRAND_FAMILY,9
DRUM,BRAND_FAMILY,4
AROMA KING STANDARD 700,BRAND_FAMILY,23
HIGHWAY,BRAND_FAMILY,7
SANTANA,BRAND_FAMILY,7
VIKI,BRAND_FAMILY,4
FESTIVAL,BRAND_FAMILY,8
DUCAT,BRAND_FAMILY,5
JOHN PLAYER,BRAND_FAMILY,11
LUCKIES,BRAND_FAMILY,7
RUMAK,BRAND_FAMILY,5
STORK,BRAND_FAMILY,5
BOLTON,BRAND_FAMILY,6
SEX,BRAND_FAMILY,3
MARILYN,BRAND_FAMILY,7
PETIT GRIS,BRAND_FAMILY,10
SANTOS DUMONT,BRAND_FAMILY,13
FRE,BRAND_FAMILY,3
H. WINTERMANN,BRAND_FAMILY,13
PREZYDENCKIE,BRAND_FAMILY,12
TWO SHILLING,BRAND_FAMILY,12
G.4,BRAND_FAMILY,3
SURYA,BRAND_FAMILY,5
JDI MARCH,BRAND_FAMILY,9
VIRGINIE,BRAND_FAMILY,8
GOLDEN BIRD,BRAND_FAMILY,11
MAX'S,BRAND_FAMILY,5
AROMA KING JEWEL MINI,BRAND_FAMILY,21
YI LI HE,BRAND_FAMILY,8
MILADO,BRAND_FAMILY,6
VIVO VAPP,BRAND_FAMILY,9
MENARA,BRAND_FAMILY,6
CONTINENTAL,BRAND_FAMILY,11
ATIS,BRAND_FAMILY,4
SET,BRAND_FAMILY,3
NOSTALGIYA,BRAND_FAMILY,10
STARIY GOROD,BRAND_FAMILY,12
KAMPOES,BRAND_FAMILY,7
GALANG BARU,BRAND_FAMILY,11
DANAMAS,BRAND_FAMILY,7
ORFEU,BRAND_FAMILY,5
ENIGMA,BRAND_FAMILY,6
SHARK,BRAND_FAMILY,5
INNOKIN,BRAND_FAMILY,7
DUNKLER,BRAND_FAMILY,7
BAJA,BRAND_FAMILY,4
GOLDEN HILLS,BRAND_FAMILY,12
DJOE MA DJOE,BRAND_FAMILY,12
CZERWONE,BRAND_FAMILY,8
RED LINE,BRAND_FAMILY,8
APPLE,BRAND_FAMILY,5
CURZON,BRAND_FAMILY,6
JUICY PODS,BRAND_FAMILY,10
323,BRAND_FAMILY,3
TERBIT,BRAND_FAMILY,6
SWISS,BRAND_FAMILY,5
MOON HABANA,BRAND_FAMILY,11
HE TIAN XIA,BRAND_FAMILY,11
KARELIA,BRAND_FAMILY,7
MILD SEVEN,BRAND_FAMILY,10
BLOW UP,BRAND_FAMILY,7
TERRA,BRAND_FAMILY,5
ELEPHANT,BRAND_FAMILY,8
MAC BAREN,BRAND_FAMILY,9
MOON,BRAND_FAMILY,4
KUSOVKA,BRAND_FAMILY,7
LIQUA,BRAND_FAMILY,5
PL88,BRAND_FAMILY,4
OSHNU,BRAND_FAMILY,5
VITORIA,BRAND_FAMILY,7
RARYTAS,BRAND_FAMILY,7
VANILLA,BRAND_FAMILY,7
NILOS,BRAND_FAMILY,5
FISHER,BRAND_FAMILY,6
ROCK CITY,BRAND_FAMILY,9
NOVO BAR STICK,BRAND_FAMILY,14
AMAZONE,BRAND_FAMILY,7
MINIMILD,BRAND_FAMILY,8
ANDALAN,BRAND_FAMILY,7
DALLAS,BRAND_FAMILY,6
POLYOT,BRAND_FAMILY,6
HECCIG,BRAND_FAMILY,6
REEMTSMA,BRAND_FAMILY,8
WARWICK,BRAND_FAMILY,7
ALHAMBRA,BRAND_FAMILY,8
HONEYROSE,BRAND_FAMILY,9
CARTER,BRAND_FAMILY,6
LAS VEGAS,BRAND_FAMILY,9
KASKAD,BRAND_FAMILY,6
EXVAPE EXPOD,BRAND_FAMILY,12
DZIRE,BRAND_FAMILY,5
JIN LING,BRAND_FAMILY,8
EXOTIC MANGO,BRAND_FAMILY,12
GINSENG,BRAND_FAMILY,7
OXY GRAVITY,BRAND_FAMILY,11
SMOKER,BRAND_FAMILY,6
TUCSON,BRAND_FAMILY,6
GULDEN,BRAND_FAMILY,6
MARGO,BRAND_FAMILY,5
POLANA,BRAND_FAMILY,6
PANAMAS KUNING,BRAND_FAMILY,14
GUNUN,BRAND_FAMILY,5
BAGDAD,BRAND_FAMILY,6
DONKER,BRAND_FAMILY,6
JENDERAL,BRAND_FAMILY,8
CLASSIC 2ND,BRAND_FAMILY,11
HANGSEN,BRAND_FAMILY,7
VOLTA,BRAND_FAMILY,5
MEI,BRAND_FAMILY,3
CUTCLOVES,BRAND_FAMILY,9
MARK SEVEN,BRAND_FAMILY,10
DOUBLE LEAVES,BRAND_FAMILY,13
BURRUS,BRAND_FAMILY,6
MIXTURE,BRAND_FAMILY,7
"""SAMPOERNA U""",BRAND_FAMILY,13
GOLD MAYA,BRAND_FAMILY,9
POHON DJERUK,BRAND_FAMILY,12
IQOS ILUMA,BRAND_FAMILY,10
SAMSON,BRAND_FAMILY,6
456,BRAND_FAMILY,3
MARYLAND,BRAND_FAMILY,8
DUNES,BRAND_FAMILY,5
DALILA,BRAND_FAMILY,6
JUUL,BRAND_FAMILY,4
FLORINT,BRAND_FAMILY,7
BALKAN SOBRANIE,BRAND_FAMILY,15
CLASSIC PORT,BRAND_FAMILY,12
FRISCO,BRAND_FAMILY,6
LECHOIR,BRAND_FAMILY,7
IPUFFER STANDARD,BRAND_FAMILY,16
COMPASS,BRAND_FAMILY,7
EVE,BRAND_FAMILY,3
TJAP,BRAND_FAMILY,4
FORCE 10,BRAND_FAMILY,8
STANTON,BRAND_FAMILY,7
COMME IL FAUT,BRAND_FAMILY,13
KEVYT,BRAND_FAMILY,5
BOMBAY,BRAND_FAMILY,6
NUMBER 1,BRAND_FAMILY,8
RITZ,BRAND_FAMILY,4
FREETOWN,BRAND_FAMILY,8
WINDSER,BRAND_FAMILY,7
SKANDINAVIK,BRAND_FAMILY,11
LENINGRADSKIE,BRAND_FAMILY,13
OPTIMAL,BRAND_FAMILY,7
WELTA,BRAND_FAMILY,5
VEEV PLUS,BRAND_FAMILY,9
EUROPA,BRAND_FAMILY,6
168,BRAND_FAMILY,3
MPU,BRAND_FAMILY,3
SUSINI,BRAND_FAMILY,6
WELLSS 2000,BRAND_FAMILY,11
PRINCESS,BRAND_FAMILY,8
AMEKSIM,BRAND_FAMILY,7
DONG FANG DU CHENG,BRAND_FAMILY,18
HROM,BRAND_FAMILY,4
SLAVYANSKIE,BRAND_FAMILY,11
E95,BRAND_FAMILY,3
FRUIT PUNCH 20MG,BRAND_DIFFERENTIATOR,16
(RED-E),BRAND_DIFFERENTIATOR,7
SWAY,BRAND_DIFFERENTIATOR,4
POLAR PEPPERMINT 6MG,BRAND_DIFFERENTIATOR,20
REVOLUTION (RED),BRAND_DIFFERENTIATOR,16
UNLIMITED (WHITE),BRAND_DIFFERENTIATOR,17
ULTRA SLIMS,BRAND_DIFFERENTIATOR,11
LOFT,BRAND_DIFFERENTIATOR,4
YINGYIPIN,BRAND_DIFFERENTIATOR,9
URBAN SHUFFLE,BRAND_DIFFERENTIATOR,13
COOL MENTHOL 20MG,BRAND_DIFFERENTIATOR,17
FILTER PLUS EXTRA,BRAND_DIFFERENTIATOR,17
TAPPO METAL SILVER,BRAND_DIFFERENTIATOR,18
STARTER KIT COPPER,BRAND_DIFFERENTIATOR,18
SPECIAL & FINE,BRAND_DIFFERENTIATOR,14
VIRGINIA R,BRAND_DIFFERENTIATOR,10
COLA 0MG,BRAND_DIFFERENTIATOR,8
TACT DEEP BLUE,BRAND_DIFFERENTIATOR,14
BOLD XL,BRAND_DIFFERENTIATOR,7
MINT BURST,BRAND_DIFFERENTIATOR,10
PREMIUM BLEND (RED),BRAND_DIFFERENTIATOR,19
SUCHASNA MITSNA,BRAND_DIFFERENTIATOR,15
SUPER LIGHTS 5,BRAND_DIFFERENTIATOR,14
(ORIGINAL),BRAND_DIFFERENTIATOR,10
BLUE PLUS,BRAND_DIFFERENTIATOR,9
INTERNATIONAL ORIGINAL,BRAND_DIFFERENTIATOR,22
CHARGED,BRAND_DIFFERENTIATOR,7
BUBBLEGUM 0MG,BRAND_DIFFERENTIATOR,13
COOL FROST 5,BRAND_DIFFERENTIATOR,12
ONE STRAWBERRY 1.8%,BRAND_DIFFERENTIATOR,19
PURPLE SLIMS,BRAND_DIFFERENTIATOR,12
COMPACT PLUS (YELLOW),BRAND_DIFFERENTIATOR,21
MICRON SILVER,BRAND_DIFFERENTIATOR,13
SENSE HIMALAYA DEMI,BRAND_DIFFERENTIATOR,19
POP COMPACT PUPRLE,BRAND_DIFFERENTIATOR,18
ICED COFFEE 2%,BRAND_DIFFERENTIATOR,14
AFRICA MAPACHO,BRAND_DIFFERENTIATOR,14
BAR MIXED BERRY,BRAND_DIFFERENTIATOR,15
ELEGANT BLUE,BRAND_DIFFERENTIATOR,12
BANANA CREAM 20MG,BRAND_DIFFERENTIATOR,17
S SERIES 1,BRAND_DIFFERENTIATOR,10
(RED-YELLOW),BRAND_DIFFERENTIATOR,12
ACCESS BLUE,BRAND_DIFFERENTIATOR,11
LONDON YELLOW,BRAND_DIFFERENTIATOR,13
FINE CUT REMIX,BRAND_DIFFERENTIATOR,14
SUMMER CRUSH SKM,BRAND_DIFFERENTIATOR,16
EXTRA SLIM,BRAND_DIFFERENTIATOR,10
EX (BLUE),BRAND_DIFFERENTIATOR,9
CHERISH,BRAND_DIFFERENTIATOR,7
PORTION S3,BRAND_DIFFERENTIATOR,10
CLASSIC (GREEN),BRAND_DIFFERENTIATOR,15
SILVER XL,BRAND_DIFFERENTIATOR,9
SILK CUT CLICK & REFRESH,BRAND_DIFFERENTIATOR,24
NANOKINGS AMBER,BRAND_DIFFERENTIATOR,15
SUPER LONG,BRAND_DIFFERENTIATOR,10
MANGO LYCHEE 20MG,BRAND_DIFFERENTIATOR,17
DOUBLE (YELLOW),BRAND_DIFFERENTIATOR,15
YELLOW LEGEND,BRAND_DIFFERENTIATOR,13
3 IN 1,BRAND_DIFFERENTIATOR,6
WILD RUM,BRAND_DIFFERENTIATOR,8
VIMMATTUA,BRAND_DIFFERENTIATOR,9
AUTHENTIC (BLUE),BRAND_DIFFERENTIATOR,16
